Date_Time (LST/LDT), Event, Speed (knots)
5/11/17 11:24, slack,-
5/11/17 15:42, flood,0.6
5/12/17 3:12, flood,0.4
5/12/17 6:24, slack,-
5/12/17 9:00, ebb,-0.3
5/12/17 12:00, slack,-
5/12/17 16:06, flood,0.7
5/12/17 22:36, flood,0.1
5/13/17 3:54, flood,0.4
5/13/17 6:48, slack,-
5/13/17 9:36, ebb,-0.4
5/13/17 12:42, slack,-
5/13/17 16:42, flood,0.7
5/14/17 1:30, flood,0.1
5/14/17 4:30, flood,0.3
5/14/17 7:24, slack,-
5/14/17 10:18, ebb,-0.3
5/14/17 13:18, slack,-
5/14/17 17:18, flood,0.7
5/15/17 2:30, flood,0.1
5/15/17 5:06, flood,0.2
5/15/17 8:06, slack,-
5/15/17 11:06, ebb,-0.3
5/15/17 14:00, slack,-
5/15/17 18:12, flood,0.6
5/16/17 3:36, flood,0.1
5/16/17 6:06, flood,0.2
5/16/17 9:06, slack,-
5/16/17 12:06, ebb,-0.2
5/16/17 14:42, slack,-
5/16/17 19:06, flood,0.6
5/17/17 7:24, flood,0.2
5/17/17 10:30, slack,-
5/17/17 13:06, ebb,-0.2
5/17/17 15:18, slack,-
5/17/17 19:54, flood,0.6
5/18/17 8:30, flood,0.2
5/18/17 12:06, slack,-
5/18/17 13:54, ebb,-0.1
5/18/17 15:48, slack,-
5/18/17 20:30, flood,0.5
5/19/17 9:24, flood,0.2
5/19/17 13:24, slack,-
5/19/17 16:24, slack,-
5/19/17 21:06, flood,0.5
5/20/17 10:30, flood,0.2
5/20/17 14:48, slack,-
5/20/17 16:48, slack,-
5/20/17 21:42, flood,0.5
5/21/17 5:06, slack,-
5/21/17 7:18, slack,-
5/21/17 11:36, flood,0.3
5/21/17 16:42, slack,-
5/21/17 22:24, flood,0.5
5/22/17 4:36, slack,-
5/22/17 8:00, slack,-
5/22/17 12:36, flood,0.4
5/22/17 23:06, flood,0.4
5/23/17 4:36, slack,-
5/23/17 6:18, ebb,-0.2
5/23/17 8:42, slack,-
5/23/17 14:06, flood,0.5
5/23/17 23:54, flood,0.3
5/24/17 4:48, slack,-
5/24/17 6:54, ebb,-0.2
5/24/17 9:36, slack,-
5/24/17 14:54, flood,0.6
5/25/17 0:42, flood,0.3
5/25/17 5:00, slack,-
5/25/17 7:30, ebb,-0.3
5/25/17 10:24, slack,-
5/25/17 15:24, flood,0.7
5/26/17 1:48, flood,0.2
5/26/17 5:12, slack,-
5/26/17 8:12, ebb,-0.4
5/26/17 11:18, slack,-
5/26/17 15:54, flood,0.8
5/26/17 22:00, flood,0.1
5/27/17 3:00, flood,0.2
5/27/17 5:36, slack,-
5/27/17 9:00, ebb,-0.4
5/27/17 12:06, slack,-
5/27/17 16:36, flood,0.8
5/28/17 1:18, flood,0.1
5/28/17 3:42, flood,0.2
5/28/17 6:12, slack,-
5/28/17 9:54, ebb,-0.4
5/28/17 13:00, slack,-
5/28/17 17:12, flood,0.8
5/29/17 2:00, flood,0.1
5/29/17 4:18, flood,0.2
5/29/17 7:00, slack,-
5/29/17 10:54, ebb,-0.3
5/29/17 14:00, slack,-
5/29/17 18:06, flood,0.7
5/30/17 2:36, flood,0.1
5/30/17 5:06, flood,0.2
5/30/17 8:30, slack,-
5/30/17 12:06, ebb,-0.3
5/30/17 14:54, slack,-
5/30/17 19:12, flood,0.6
5/31/17 3:18, flood,0.1
5/31/17 6:12, flood,0.2
5/31/17 10:30, slack,-
5/31/17 13:18, ebb,-0.2
5/31/17 15:48, slack,-
5/31/17 20:06, flood,0.6
6/1/17 7:42, flood,0.2
6/1/17 12:18, slack,-
6/1/17 14:18, ebb,-0.2
6/1/17 16:36, slack,-
6/1/17 20:36, flood,0.5
6/2/17 8:48, flood,0.3
6/2/17 13:36, slack,-
6/2/17 15:12, ebb,-0.1
6/2/17 17:12, slack,-
6/2/17 21:18, flood,0.5
6/3/17 4:42, slack,-
6/3/17 6:00, slack,-
6/3/17 9:54, flood,0.3
6/3/17 10:54, flood,0.3
6/3/17 15:06, slack,-
6/3/17 17:42, slack,-
6/3/17 21:54, flood,0.5
6/4/17 3:54, slack,-
6/4/17 7:06, slack,-
6/4/17 12:18, flood,0.3
